"","Resp_RR","Resp_DET","Resp_NRLINE","Resp_maxL","Resp_L","Resp_ENTR","Resp_rENTR","Resp_LAM","Resp_TT","HR_RR","HR_DET","HR_NRLINE","HR_maxL","HR_L","HR_ENTR","HR_rENTR","HR_LAM","HR_TT","Study","Group","Trial","Condition","Filename","Pair"
"23",46.744272439663,71.5227732566665,327624,24,2.87329988035065,1.29259339937412,0.424563597678942,77.3203481918383,3.41312637718295,0.639448086772927,1.50936948225779,132,3,2.00757575757576,0.0445379124397735,0.0642546254084081,4.82998234322492,2.01904761904762,"Study1","G1","T3","SelfPaced","Study1_G1_T3_SelfPaced.csv","Shuffle"
"24",44.8040537345444,69.1664046732178,551935,26,2.80214699194652,1.23735865164848,0.389344774412775,73.7859119227964,3.18512512524108,0.625070318368904,1.21520972167777,186,2,2,0,NA,5.27244217953744,2.02509410288582,"Study1","G2","T3","SelfPaced","Study1_G2_T3_SelfPaced.csv","Shuffle"
"25",42.6193019440435,66.8969049305655,499703,21,2.7289650052131,1.17657275777957,0.392749635261544,71.4352641297288,2.98648867595997,1.42370676167992,2.35200766535916,780,6,2.01410256410256,0.0528852512405951,0.0381486448504867,17.7306344881277,2.13618326118326,"Study1","G3","T2","TurnTaking","Study1_G3_T2_TurnTaking.csv","Shuffle"
"26",45.5913985206454,70.9905708813152,365971,30,2.8336288940927,1.26227493276493,0.402576068025333,75.0699961801596,3.17086415183812,0.64748042811296,1.2535781265423,127,2,2,0,NA,3.68176882834863,2.00537634408602,"Study1","G4","T1","Synchronous","Study1_G4_T1_Synchronous.csv","Shuffle"
"27",45.0871858947661,69.5871553512356,239942,30,2.82559951988397,1.25555959611388,0.406192931691947,72.8036547677332,3.1363963971931,1.64650331181972,2.7856522996818,481,3,2.002079002079,0.0149164803491508,0.0215199322272375,11.0211165750651,2.11431742508324,"Study1","G4","T2","SelfPaced","Study1_G4_T2_SelfPaced.csv","Shuffle"
"28",44.9749636977029,69.7806311831897,328257,23,2.80220071468392,1.23723810990499,0.420194854999252,74.8923335085735,3.17850312626773,0.683200902541405,1.83763308763309,178,5,2.01685393258427,0.0347133105978843,0.0500807210524059,4.28439803439803,2.01686746987952,"Study1","G4","T3","TurnTaking","Study1_G4_T3_TurnTaking.csv","Shuffle"
"29",44.5519869744186,69.1831871061133,622311,26,2.83388691506337,1.2624950066151,0.397254129102298,73.5237523611136,3.25416145056525,0.520097245626322,1.17655106368425,172,2,2,0,NA,2.25049592995417,2.00609756097561,"Study2","G1","T1","Conversation","Study2_G10_T1_Conversation.csv","Shuffle"
"30",44.0272270444402,68.3519048545308,617425,31,2.78875328987326,1.22656150487802,0.396811601065329,72.7087559396449,3.24418549042738,0.656676582513896,1.12146494744826,207,2,2,0,NA,2.79824466356052,2.02549019607843,"Study2","G1","T2","TurnTaking","Study2_G10_T2_TurnTaking.csv","Shuffle"
"31",47.1115920123936,72.1700480826483,674914,28,2.88242946508741,1.29978989576506,0.408989263603112,77.869999150457,3.30052470946002,0.601443599831437,0.98192895803141,166,2,2,0,NA,1.42852917689509,2.02092050209205,"Study2","G1","T3","Synchronous","Study2_G10_T3_Synchronous.csv","Shuffle"
"32",48.763087101934,73.6168039397002,700553,31,2.93190236855741,1.3361997431538,0.410116682412739,79.5419811760321,3.49116773979402,4.08434120926612,7.66527152917812,8600,20,2.04651162790698,0.0990168401600398,0.0386038187740417,26.1372693341231,2.17005966371361,"Study2","G5","T1","Synchronous","Study2_G5_T1_Synchronous.csv","Shuffle"
"33",43.5652460542947,67.7966924450496,611228,26,2.76482589148403,1.20685143024376,0.390435087338433,71.678654544127,3.15707048664427,4.17910001723696,6.18258745009237,7086,17,2.04981653965566,0.109233825020657,0.042587127384364,34.6659061693923,2.40305685875306,"Study2","G5","T2","TurnTaking","Study2_G5_T2_TurnTaking.csv","Shuffle"
"34",42.902361970224,67.1865203857534,600229,24,2.74769629591373,1.19247482707236,0.385784034048698,70.9972058015366,3.05076470907445,0.7355859258889,1.06887212226736,221,2,2,0,NA,4.28274327722964,2.02863688430699,"Study2","G5","T3","Conversation","Study2_G5_T3_Conversation.csv","Shuffle"
"35",44.2137811657588,68.685814170808,621730,27,2.79476460843132,1.23137269980868,0.387461246895829,73.8606051789811,3.19011090699247,0.348456971905534,0.714686814028281,70,2,2,0,NA,1.39363928735515,2.00735294117647,"Study2","G6","T1","TurnTaking","Study2_G6_T1_TurnTaking.csv","Shuffle"
"36",48.4486680797754,73.734285209248,699553,30,2.92181721756607,1.32864362485942,0.407797500581814,79.0911845660463,3.57990549216571,0.180285436227607,0.276270350271337,14,2,2,0,NA,1.05574740996547,2.05769230769231,"Study2","G6","T2","Conversation","Study2_G6_T2_Conversation.csv","Shuffle"
"37",48.3630286573976,73.09753285848,693619,25,2.91620183414814,1.32475781227885,0.416845617789241,79.6617844223521,3.59106785045206,0.712034083997893,1.47896472469272,292,9,2.02739726027397,0.0457076801300944,0.041604923412524,3.32517237933447,2.00754147812971,"Study2","G7","T1","Conversation","Study2_G7_T1_Conversation.csv","Shuffle"
"38",44.9237844095704,69.5940846284686,634463,24,2.81945204054453,1.25115501833167,0.404767982714806,75.5711589067487,3.42736354750033,0.768636773497276,1.49502429993057,320,6,2.01875,0.0422824341559715,0.0384871301660316,3.55010414255959,2.02642007926024,"Study2","G7","T2","Synchronous","Study2_G7_T2_Synchronous.csv","Shuffle"
"39",42.9155749096766,67.5453525474601,603522,23,2.74814505519269,1.19289881998485,0.385921202307914,72.120579030212,3.14046259893137,1.63872079344803,3.0480987375574,1399,5,2.00714796283059,0.027099915933002,0.0195484571625249,8.44957285368475,2.0124095139607,"Study2","G8","T1","TurnTaking","Study2_G8_T1_TurnTaking.csv","Shuffle"
"40",45.7705835225557,70.6073569241943,652912,29,2.83207078442424,1.26109569519114,0.402199974978246,75.9719478746116,3.27492053772627,2.97009360789848,5.20878252120167,4325,13,2.01086705202312,0.0356274484072364,0.0183088866793426,9.98155335154041,2.0193868896159,"Study2","G8","T2","Synchronous","Study2_G8_T2_Synchronous.csv","Shuffle"
"41",46.0051656301384,69.9612994304136,651309,25,2.82748127233003,1.25746669948113,0.413025926135533,75.9518148086379,3.30481311709544,0.778064625613767,1.40603566529492,306,3,2.00980392156863,0.0550985760198867,0.0794904423839341,3.89346136259717,2.01300236406619,"Study2","G8","T3","Conversation","Study2_G8_T3_Conversation.csv","Shuffle"
"42",46.7656437008535,71.6723728059144,661922,35,2.8973051205429,1.30966580723236,0.385060218584646,76.8648910053282,3.51728088926891,0.771340610330685,1.51053918177206,327,3,2.00305810397554,0.0207597234185174,0.0299499500261215,4.00119920667866,2.04840613931523,"Study2","G9","T1","Synchronous","Study2_G9_T1_Synchronous.csv","Shuffle"
"43",44.1617158924397,68.5418031213578,620102,24,2.79293406568597,1.22982883515438,0.403948028076941,72.6652643576719,3.21435636544431,0.531837589771385,1.14723392869088,171,3,2.00584795321637,0.0358990284409962,0.051791350304557,2.695832497157,2,"Study2","G9","T2","Conversation","Study2_G9_T2_Conversation.csv","Shuffle"
"44",41.5630662688337,65.7405347716811,576293,25,2.7128127532349,1.16247639998497,0.370747422871739,70.2065389203729,3.08722584748975,0.594381604944179,1.16118992039265,194,2,2,0,NA,3.03764888968696,2.07991803278689,"Study2","G9","T3","TurnTaking","Study2_G9_T3_TurnTaking.csv","Shuffle"
