"","Resp_RR","Resp_DET","Resp_NRLINE","Resp_maxL","Resp_L","Resp_ENTR","Resp_rENTR","Resp_LAM","Resp_TT","HR_RR","HR_DET","HR_NRLINE","HR_maxL","HR_L","HR_ENTR","HR_rENTR","HR_LAM","HR_TT","Study","Group","Trial","Condition","Filename"
"13",8.0863931128131,99.701786675464,33864,45,13.5651429246397,3.39449675347261,0.897020784330476,99.8771552098345,49.2379627648192,0.0040913320505525,53.0434782608696,43,6,2.83720930232558,1.08359680750846,0.673276551482276,63.0434782608696,2.78846153846154,"Study2","G6","T1","TurnTaking","C:/Users/Ejer/Desktop/3. semester/Experimental Methods 3/Assignment4/Heart Rate/Study2_G6_T1_TurnTaking.csv"
"14",73.9622297780061,99.8589766923568,108655,491,38.7304219778197,4.04160849448976,0.681906350236255,99.9046318907256,105.402012817945,0.0966265899939181,96.520618556701,529,23,9.91115311909263,2.90611527300578,0.940173199448744,97.6251840942563,11.3070362473348,"Study2","G6","T2","Conversation","C:/Users/Ejer/Desktop/3. semester/Experimental Methods 3/Assignment4/Heart Rate/Study2_G6_T2_Conversation.csv"
"15",14.9867430568,96.7537562506587,110010,106,7.51013544223252,2.70373735926679,0.615261950725272,99.5603752151866,14.432907782154,16.9220695522891,98.2952765589752,51948,217,18.0003272503273,3.1334872883335,0.608740291504554,99.2510233386384,22.7254194045298,"Study2","G7","T1","Conversation","C:/Users/Ejer/Desktop/3. semester/Experimental Methods 3/Assignment4/Heart Rate/Study2_G7_T1_Conversation.csv"
"16",17.8596921005397,96.9088171823224,167245,90,5.89642739693265,2.39499488346355,0.537675830862571,98.8820798660383,11.1815535059451,18.9929417406768,98.6727731651236,52751,228,19.9720194877822,3.31921069021128,0.62587589206257,99.4934977966967,26.0057039340008,"Study2","G7","T2","Synchronous","C:/Users/Ejer/Desktop/3. semester/Experimental Methods 3/Assignment4/Heart Rate/Study2_G7_T2_Synchronous.csv"
"17",50.4535371651606,99.8269400283714,107411,425,26.717477725745,3.95560689036223,0.699799108713062,99.9060780053473,44.8704985392223,26.1371368253505,99.5035852929486,38400,210,38.0740104166667,4.30096962852608,0.813304170073502,99.597164977922,39.8772957654368,"Study2","G8","T1","TurnTaking","C:/Users/Ejer/Desktop/3. semester/Experimental Methods 3/Assignment4/Heart Rate/Study2_G8_T1_TurnTaking.csv"
"18",86.0620007585425,99.8180525628648,89909,761,54.4405120733186,4.19865261168552,0.642036459216317,99.9540135092199,107.405859666039,10.5482722927345,99.2065579963102,25523,111,23.0490537946166,3.73375441184816,0.847286655297163,99.3810983733174,23.9267559886318,"Study2","G8","T2","Synchronous","C:/Users/Ejer/Desktop/3. semester/Experimental Methods 3/Assignment4/Heart Rate/Study2_G8_T2_Synchronous.csv"
"19",43.5667188332837,99.5822474923771,152246,274,16.2366236222955,3.53036478256152,0.651294527760725,99.838176294781,33.1179292558096,13.5895728667128,99.2919758572799,23391,308,32.4290539096234,4.23521759743297,0.776346159625705,99.5090037790085,33.6151227061685,"Study2","G8","T3","Conversation","C:/Users/Ejer/Desktop/3. semester/Experimental Methods 3/Assignment4/Heart Rate/Study2_G8_T3_Conversation.csv"
"20",10.2749339258927,97.3411542048572,87558,81,6.50855432970146,2.57864801513368,0.635065683334554,99.5616986823631,14.0540097410426,59.2042074547272,99.3078039857607,66168,559,49.9517893845968,4.11152110680794,0.666641283064608,99.6167953830364,58.727044069718,"Study2","G9","T1","Synchronous","C:/Users/Ejer/Desktop/3. semester/Experimental Methods 3/Assignment4/Heart Rate/Study2_G9_T1_Synchronous.csv"
"21",16.4036660664902,98.0436380521761,154007,100,5.95010616400554,2.44671697799625,0.573985626078609,99.4304777332094,9.91433295994026,69.7925214363564,99.4349411301432,59505,666,65.562809847912,4.58692671423556,0.734365723555145,99.6153674603063,80.9291837495341,"Study2","G9","T2","Conversation","C:/Users/Ejer/Desktop/3. semester/Experimental Methods 3/Assignment4/Heart Rate/Study2_G9_T2_Conversation.csv"
"22",18.8298788525825,97.9389178503154,175428,82,5.98975078094717,2.43138548922669,0.564904441864898,99.2180880860262,9.30973745430376,77.4010649203676,99.6374112028608,49439,802,87.6925706426101,4.94204702000566,0.77317132439826,99.8012736687036,108.331162999551,"Study2","G9","T3","TurnTaking","C:/Users/Ejer/Desktop/3. semester/Experimental Methods 3/Assignment4/Heart Rate/Study2_G9_T3_TurnTaking.csv"
